Name,Description,Rating,Reviews,Image_links,Timing,All_Review_Links,Address,Spend Up Time,Website,Tags
Robson Street,"Robson Street is a major southeast-northwest thoroughfare in downtown and West End of Vancouver, British Columbia, Canada. Its core commercial blocks from Burrard Street to Jervis were also known as Robsonstrasse. Its name honours John Robson, a major figure in British Columbia's entry into the Canadian Confederation, and Premier of the province from 1889 to 1892. Robson Street starts at BC Place Stadium near the north shore of False Creek, then runs northwest past Vancouver Library Square, Robson Square and the Vancouver Art Gallery, coming to an end at Lost Lagoon in Stanley Park.
As of 2006, the city of Vancouver overall had the fifth most expensive retail rental rates in the world, averaging US$135 per square foot per year, citywide. Robson Street tops Vancouver with its most expensive locations renting for up to US$200 per square foot per year. In 2006, both Robson Street and the Mink Mile on Bloor Street in Toronto were the 22nd most expensive streets in the world, with rents of $208 per square feet. In 2007, the Mink Mile and Robson slipped to 25th in the world with an average of $198 per square feet. Wikipedia",4.8,13 reviews,"['https://t0.gstatic.com/images?q=tbn:ANd9GcTxjkcbECNtqwnMCd9pbvMZtsCV3nP1U9bbw4d-wC9WwIZteSsHmaXLjxV-HUnKzHTRu1G7B7ZPTirBxlxoLZ9Czg', 'https://t0.gstatic.com/images?q=tbn:ANd9GcSQKFyr1F2eaDBk-5ekpswrsiwy-LSb4ZQMT4CS33dsKdos61CkGpwVdDXjHBdy8xg4U7ECNDD6n-YhBK2wMgpy0g', 'https://t1.gstatic.com/images?q=tbn:ANd9GcRoMJOjGSPGLgvOOfpuqMRUc_O_RNJxQ5fJr2u7r8ElXq1joUakAn9QUNO2NoCjh-mMLKgKhx0v5_KW93oIf0EC1A']",{'Description': 'Temporarily Close'},https://www.google.com/search?q=Robson+Street&stick=H4sIAAAAAAAAAONgFuLQz9U3MDTNKlLiBLGM8yqqzLUUs5Ot9HPykxNLMvPz4AyrxJKSosRkELMYAOcrK8Y6AAAA#fpstate=trskp&trifp=kpq%253DRobson%252BStreet%2526skpm%253D/m/03nxz7%2526t%253Dd,NA,NA,NA,NA
Whistler Mountain,"Whistler Mountain is a mountain in the Fitzsimmons Range of the Pacific Ranges of the Coast Mountains, located on the northwestern edge of Garibaldi Provincial Park. It is the location of the Whistler-Blackcomb ski resort and the town of Whistler, British Columbia.
Previously, the mountain was called London Mountain, named after a mining claim in the area. The locality was called Alta Lake before the creation of the Resort Municipality of Whistler in the 1970s, but the mountain's name had already been changed in 1965 as the associations with London's bad weather were deemed to be bad for advertising purposes. With the advent of the ski resort in the late 1960s the name was changed to ""Whistler"" to represent the whistling calls of the marmots, which are also known as ""whistlers"", that live in the alpine areas of the mountain.
Because of the mountain's proximity to Garibaldi Provincial Park, ski lifts are regularly used to quickly reach the alpine, and ski tour into the park. The summit is home to the Whistler Peak chair, and this makes it one of the most travelled summits in British Columbia.
The mountain forms part of a major ski and snowboard resort. Wikipedia",4.7,393 reviews,"['https://t1.gstatic.com/images?q=tbn:ANd9GcTZU0zIDck2Vf7tqmg2Y-LASCXTYny0SrTofTHMkp0kF9foXGpwQKAo7o95RxCNe05B9V1-qT7IYqUqjUvrCrpySQ', 'https://t1.gstatic.com/images?q=tbn:ANd9GcTtQYZ7MPbdx3AjrCXTM3pxBpzFvImcB441PmfOu06L5TR78OUW6tymt8hdTG59j7yppeQleFIwfDRmceulL1cgNw', 'https://t3.gstatic.com/images?q=tbn:ANd9GcTF9Oyqd4Xr6hTwCWZt-PjMl4prWqSwdQ3Mo_0FhF7e7kFuIguqv9sLuwxKGSRRolu_y1Q2ZDNroCoyz7TXNZe00g']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJCVSM8loih1QRSCG-p98ObCc,"2,181 m",,#,"['All', '', 'skiing', 'winter', 'restaurants', 'gondola', 'resort', 'mountain biking', 'chairlifts', 'slopes', 'suspension bridge']"
Sea to Sky Gondola,Scenic gondola with hiking & cafes,4.7,"4,878 reviews","['https://t0.gstatic.com/images?q=tbn:ANd9GcS0g4FsW9R1SkbzeZfpyIirLXIM1uQomryMwj5PrdiNMOMVxiiPBwSkjEdKbeJWt-7jijJEHSeg9-56IQ8DzkC0Wg', 'https://t2.gstatic.com/images?q=tbn:ANd9GcTWIh1SEE0pxcrDxhiws7Z4SaMdgT517lGOsHoFRDqn3B7fMCpZDna_reYZC3bno1NpQipGv3vAIYtX-QuYTL7d4g', 'https://t3.gstatic.com/images?q=tbn:ANd9GcSR8mMU-psnqQIf9N88RgoC0jb7tDeLvP7bpzz3TXncWE91G9yAKskCEutL_AmgPBdmCTiHSOb5znBJ-Hzv_Xqi-w', 'https://t2.gstatic.com/images?q=tbn:ANd9GcTdQOu-agPEVXMV5D9yetNmz7e7JjCdRivuLb05c_fFSl0gmT25QH0-0eJa3VjTfGKJ670dt-gZf6dx8jZ5RVZ2Dw', 'https://lh5.googleusercontent.com/p/AF1QipPgvIobfvxaymYiwWNWQ2sVwXQmpHD9fK7MDa6P=w296-h202-n-k-no']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJZ2GCywdYhlQRB8ip3H65t6c,"36800 BC-99, Squamish, BC V8B 0B6, Canada",,https://www.seatoskygondola.com/,"['All', '', 'trails', 'suspension bridge', 'play area', 'summit', 'gift shop', 'snowshoeing', 'pass', 'skiing', 'tubing']"
Vancouver Art Gallery,"The Vancouver Art Gallery is an art museum located in Vancouver, British Columbia, Canada. Situated in downtown Vancouver, the museum occupies a 15,300-square-metre-building adjacent to Robson Square, making it the largest art museum in Western Canada by building size. Designed by Francis Rattenbury, the building the museum presently occupies was originally opened as a provincial courthouse, before it was re-purposed for museum use in the early 1980s. The building was designated as the Former Vancouver Law Courts National Historic Site of Canada in 1980.
The museum was opened to the public in 1931 in a building designed by architectural firm Sharp and Johnston. The museum expanded its first building once in 1950, before plans were undertaken to move the institution to the former provincial courthouse building. The museum was relocated to the provincial courthouse in 1983. Plans were undertaken by the museum in the late 2000s and 2010s to relocate the institution to a new facility in Larwill Park. Wikipedia",4.3,"5,640 reviews","['https://lh6.googleusercontent.com/proxy/af1C5D5FabU5WXWLgHJswQ2wI0rHT_Gj06x-RA7Cj1ejwpT5lVuL2XGxRpqYfWj65HFq3OVah19k8NTlmDczAO7OuTGDGrP0fc4cny5Aqg6ldkWid2mp14pFh_lWFOiiBwMCiDI6oYWrgK1I1I-lTnDtBC1bi5elM_3hZb4IEEZ5=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNyBqrIgJ9WDGqH14aE0pSd2imWRhvqbQAoiKkk=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPjx7Ko4qEJZGnui8Vy5EE8zPKMCFVyN_pD7Un3=w296-h202-n-k-no']","{'Friday': ' 12:00 – 20:00', 'Saturday': ' 10:00 – 17:00', 'Sunday': ' 10:00 – 17:00', 'Monday': ' 10:00 – 17:00', 'Tuesday': ' 12:00 – 20:00', 'Wednesday': ' 10:00 – 17:00', 'Thursday': ' 10:00 – 17:00'}",https://search.google.com/local/reviews?placeid=ChIJwXz9f39xhlQRT3qxXAPDlbU,"750 Hornby St, Vancouver, BC V6Z 2H7, Canada",,http://www.vanartgallery.bc.ca/,"['All', '', 'tuesday', 'donation', 'emily carr', 'monet', 'gift shop', 'picasso', 'takashi murakami', 'alberto giacometti', 'matisse']"
Glacier National Park of Canada,"Glacier National Park is part of a system of 43 parks and park reserves across Canada, and one of seven national parks in British Columbia. Established in 1886, the park encompasses 1,349 km², and includes a portion of the Selkirk Mountains which are part of the larger grouping of mountains, the Columbia Mountains. It also contains the Rogers Pass National Historic Site.
The park's history is closely tied to two primary Canadian transportation routes, the Canadian Pacific Railway, completed in 1885, and the Trans-Canada Highway, completed in 1963. Rogers Pass in the centre of the park eluded explorers until 1881. The railway brought with it tourism, the establishment of Glacier National Park and the construction of a popular alpine hotel. The heavy winter snows and steep, avalanche-prone valleys of the park have been a major obstacle to transportation, necessitating much railway engineering and avalanche control measures.
The park contains high peaks, large, active glaciers, and one of Canada's largest cave systems. Its dense forests support populations of large mammals, birds, and alpine species. The region is noted for its heavy snowfall. Wikipedia",4.7,"1,917 reviews","['https://t2.gstatic.com/images?q=tbn:ANd9GcTcmNNlVev6OiR10zzRDoo-ndwnC4eFI64WD8ypAPb3KzJQLOzqjZP3D5cfXoaivDh0skTqGZRvpiYoH45zur6qEg', 'https://t1.gstatic.com/images?q=tbn:ANd9GcRcRMOAuTSaTJbY7mcp7C4pmBtrnmSf6cFOj460IIbVnGh5KdRgdSN-j429rhNSlEWRx8gkZd7dNpjraWsrof9pcA', 'https://t3.gstatic.com/images?q=tbn:ANd9GcQcMy7WHYhJgSuXT3yX2H4wak5eSLZ1vFha-IDDL5sy2PIwKcUjBBVpj4kDfuuetyY22LZhc-sU7DGXAjQrZQG2KA']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJxWd-JkUIeVMRuQ7amxSgRPA,"Columbia-Shuswap A, BC, Canada",,https://www.pc.gc.ca/en/pn-np/bc/glacier,"['All', '', 'beautiful', 'scenery', 'highway', 'campground', 'driving', 'bears', 'skiing', 'traffic', 'construction']"
Kootenay National Park,"Kootenay National Park is a national park located in southeastern British Columbia, and is one component of the Canadian Rocky Mountain Parks World Heritage Site. The park consists of 1,406 km² of the Canadian Rockies, including parts of the Kootenay and Park mountain ranges, the Kootenay River and the entirety of the Vermilion River. While the Vermilion River is completely contained within the park, the Kootenay River has its headwaters just outside the park boundary, flowing through the park into the Rocky Mountain Trench, eventually joining the Columbia River. It ranges in elevation from 918 m at the southwestern park entrance, to 3,424 m at Deltaform Mountain. Initially called ""Kootenay Dominion Park"", the park was created in 1920 as part of an agreement between the province of British Columbia and the Canadian federal government to build a highway in exchange for title to a strip of land, approximately 8 km on either side of the 94 km route, the Banff–Windermere Highway, to be used solely for park purposes. While the park is open all year, the major tourist season lasts from June to September. Wikipedia",4.8,"1,403 reviews","['https://t3.gstatic.com/images?q=tbn:ANd9GcSeM5EK4ao5vUtaBNBv8yWb5wC4GyFJYfNNuoBy9bOZohjj0yPKQpFXlGlov4s7YSRm_x5f4G0K_ZEQXPDhxKnzTA', 'https://t3.gstatic.com/images?q=tbn:ANd9GcQdfhygNSfzRoWD0YfxDDgsp7E3jXh2YguFBlXpiNCIPcBIULtE3XYEsX5iA0rxUx-ocs3b0nF9TnqZ9r5ImThjjA', 'https://t2.gstatic.com/images?q=tbn:ANd9GcQU0-U7taotlu0SpRDT9WWNB0lar4GlrLUwCD0XzypCKNnf_T35fav5xePUOlLZ0_1O8H7y5nYeGGzhvEqI3WiH2w']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJ_f9-6SYGelMRaZ4lDCFImk4,"British Columbia, Canada",,https://www.pc.gc.ca/en/pn-np/bc/kootenay/,"['All', '', 'scenery', 'campground', 'driving', 'hot springs', 'highway', 'canyon', 'bighorn sheep', 'pass', 'grizzly']"
Cypress Mountain,"Cypress Mountain is a ski resort in Top of Cypress Bowl Rd., West Vancouver, V7V 3N9, British Columbia, Canada. Wikipedia",4.5,"2,848 reviews","['https://lh4.googleusercontent.com/proxy/Hh7z1_xoANktE3H5qKCdPIuB205GtGpKmpyTr7Uw074mcbRgoTrUSLzOzl8Tn9d3-scJqDPitAphQmMr1wEpOCPux-PNUk78YuiBsmPOg4IPL_aODqclh11BTvQlMWZErYv4MInVK0qSSneRXAc7E85LFo46ahg8TzCGLEQyCG2g=w296-h202-n-k-no', 'https://t2.gstatic.com/images?q=tbn:ANd9GcT3o8qdxN7WPgUbLyx3WNKrPtNPAe36PPdjjFkc82xjjgpFDWqf68oGo9CAwKLnHnXeUhr_35g43wtQ8eVgNLBWVw', 'https://t2.gstatic.com/images?q=tbn:ANd9GcR0Zpoq9F7cDm9hAcAzDcWqvsB4Wng9UfbEo8WNSLE42sPa4Zw1_kf5Om9tKQuL3vqnHOy6o3sR30n8z5u1aDcuzg']","{'Friday': ' 09:00 – 16:00', 'Saturday': ' 09:00 – 16:00', 'Sunday': ' 09:00 – 16:00', 'Monday': ' 09:00 – 16:00', 'Tuesday': ' 09:00 – 16:00', 'Wednesday': ' 09:00 – 16:00', 'Thursday': ' 09:00 – 16:00'}",https://search.google.com/local/reviews?placeid=ChIJdZb1mNZghlQR8y_TxqYSF4I,"6000 Cypress Bowl Rd, West Vancouver, BC V0N 1G0, Canada",,https://cypressmountain.com/,"['All', '', 'snowshoeing', 'night skiing', 'season pass', 'grouse', 'the runs', 'shore', 'north', 'silver', 'mainland']"
Kicking Horse Mountain Resort,"Kicking Horse is a ski resort in 1500 Kicking Horse Trail, Golden, V0A 1H0, British Columbia, Canada. Wikipedia",4.6,"1,861 reviews","['https://t0.gstatic.com/images?q=tbn:ANd9GcQTdetUjc4_DVU3Em6QNsZCE7HLSzIANqQu8RyPTAwWELUkZxE4uP6RpXrvGcyP1a4rUhNyHrNUTOK7xMYgmm_upg', 'https://t0.gstatic.com/images?q=tbn:ANd9GcTjMCN2gcbrgnEo-QHzFY-tRLnAjAL4bYlmrcLtkF1LGeB1N54ulrtTinBYo1PSQUH0z8OH_Fr1QlK750FXNKOEhw', 'https://t2.gstatic.com/images?q=tbn:ANd9GcRlp4pDc0P1QG-3GorbPHRv8LKDZiyfhqMEj-u2QoD63zP6WhKfCnM_4VVWHatubys0i-2VObiO_f5ATMeGpj80Tw']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJSV7VHe2-eVMRaeruFCGNjys,"1500 Kicking Horse Trail, Golden, BC V0A 1H0, Canada",,http://kickinghorseresort.com/,"['All', '', 'gondola', 'powder', 'mountain biking', 'bear', 'bowls', 'the hill', 'hot tub', 'pubs', 'AC']"
MacMillan Provincial Park,"MacMillan Provincial Park is a 301-hectare provincial park in British Columbia, Canada. Located 25 km west of Qualicum Beach and 16 km east of Port Alberni, the park straddles Highway 4 in central Vancouver Island. It is nestled on the western shore of Cameron Lake, and protects the delta of the Cameron River. The park is home to a famous, 157-hectare stand of ancient Douglas fir, known as Cathedral Grove, which draws visitors from all over the world. The park provides the only highway-accessible protected old-growth Douglas-fir forest in British Columbia. In 2007 Cathedral Grove made the short list on CBC television's competition Seven Wonders of Canada. Wikipedia",4.8,"1,382 reviews","['https://lh3.googleusercontent.com/proxy/cUceCqYxD2blLSCIQqwLa9aVLzlhGAfqmvH9lWCmDFzuigqKE2Aahi14Hp8HAnSmc383INcuhOBwhcY2QbRmT4vBJ8Jsnp4aXk0pWUJ3guMv6-L2KMp0a-GKgdmUXcPJPjWD6pzh7T79s4feUE4-4Sg06WTKVVrZECuInVTSfKl2=w296-h202-n-k-no', 'https://t1.gstatic.com/images?q=tbn:ANd9GcQhp8rhg8RVeGpIUgOie0VDI3JiBcq_SMhbOgl7CFhLVBK5e1hTfuhj_em1DgeCO-TKqqIfpuuzjpIyzGk_Feqobw', 'https://t2.gstatic.com/images?q=tbn:ANd9GcR9iAnTFS8meVqw3ZbR2XWBYXx2JZPz31qbccN2Sr63XWV0IT9ud829CmvAsAvDRrO9W1s86dRHqduNSR6CGf08oA']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJdRwjCo_0iFQRQNobj-q5HHk,"452 Alberni Hwy, Nanaimo F, BC, Canada",,http://www.env.gov.bc.ca/bcparks/explore/parkpgs/macmillan/,"['All', '', 'beautiful', 'old growth', 'highway', 'big trees', 'douglas fir', 'rainforest', 'cedar', 'island', 'awe']"
Garibaldi Lake,"Garibaldi Lake is a turquoise-coloured alpine lake in British Columbia, Canada, located 37 km north of Squamish and 19 km south of Whistler. The lake lies within Garibaldi Provincial Park, which features mountains, glaciers, trails, forests, flowers, meadows, waterfalls. The park is a wildlife protected area. Wikipedia",4.8,146 reviews,"['https://t1.gstatic.com/images?q=tbn:ANd9GcQaHN5nLDUHI2dCYRnVWTYt4l8yHiXE0j0lSWzJSn1maRYBal3PkAW1QDD1U7tajFEuCMfoLqVrHMCarc3YGANDWA', 'https://t1.gstatic.com/images?q=tbn:ANd9GcR7DZD4nyAKaTY0vXDO_W8cHubGTtuocdE2eEiS-wKORlgy3SKXX_y79GWkSWoUq7V0x4M5q2jhF7SNCh0mf0Qzig', 'https://t1.gstatic.com/images?q=tbn:ANd9GcQvcx5bo-KFWnB-OsUUrBDG081oPkIOTbxBDvxfMfHpS4OPZB8f4WUoAxRnn9SQYxftjoLc7KPWpW59dpIRwRlxuw']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJyXyhJ-Ydh1QRIBlX9ClzP5E,"1,484 m",,#,"['All', '', 'hike', 'trail', 'beautiful', 'snow', 'parking lot', 'swim', 'summer', 'july', 'elevation']"
Inner-Harbour Pathway,Buzzy hub for boats & cultural events,0.0,0,"['https://t0.gstatic.com/images?q=tbn:ANd9GcR4oUfQ28ex7M3L8qgk-WhMzAjDP3az7pjV6FwlyNuVMKY9sUVJkzjtkM0Zhltk7Yl2QImn7BpNadHoKnL64bep5g', 'https://t0.gstatic.com/images?q=tbn:ANd9GcRloqNQelMIdUfGVtYIOeU2sdzhR5LkkRgdHsSEzQt0BG2avSKlpLoHjEbR2T09XN7wvvHHvppp2Of5yh8bwI8vIw', 'https://lh3.googleusercontent.com/proxy/_XE8sHyJNZXrGRNTMa83-uNCzgzhktT8P0vDN4mNDcW3Nm0Q-ehCoPp09pH-81CCxo4xIPCBcpDXMvk5TPI0A74LQ3nyuKRPRvlxN7FjvkLMxUb2kBUP3mm3vVMOAOOuw1QgrfphpJnm6O0ZNuoDIx1hzdWpxHUHb_U=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNgdDFfDVKWl5yIe3Xfbk38qsPDoSfRwDum2m9c=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM8GOz96lgLqnNjDcJpm5kqoJex6J1fcBFoth7t=w296-h202-n-k-no']",{'Description': 'Temporarily Close'},https://www.google.com/search?q=Inner-Harbour+Pathway&stick=H4sIAAAAAAAAAONgFuLQz9U3MDTNKlLi1k_XNyxJM42PN6jQUsxOttLPyU9OLMnMz4MzrBJLSooSk0HMYgD9cnHIPAAAAA#fpstate=trskp&trifp=kpq%253DInner-Harbour%252BPathway%2526skpm%253D/g/1tf5__0x%2526t%253Dd,NA,NA,NA,NA
SilverStar Mountain Resort,"Das Silver Star Mountain Resort ist ein Skigebiet in British Columbia, Kanada.",4.7,"1,801 reviews","['https://t1.gstatic.com/images?q=tbn:ANd9GcT5gUvaVPd7Hv9zipkCzLQQq4_k4W7ljS5rFy6yeoTV3GCmvZ2Wu9L0aqWMs8qNyWFWe-wobjjdQJr0SH6u-qV_Xw', 'https://t0.gstatic.com/images?q=tbn:ANd9GcTuj8RtTHUZ6x8Mn-mAh3OT06qmEYRryKhIZmGjdPnHZX3_KU5FahmGNZPv8D-AAhcsHfNq2BRGLWom1KXTJAxMlQ', 'https://t0.gstatic.com/images?q=tbn:ANd9GcS5auYjxtl4rCCw4P47e_yk2acZrUO6dkDmhkoW_VdsJZcAkH-0OJKeYju86R-1Cb4pbEwawwKA8HNZk6X_qqic1w', 'https://lh5.googleusercontent.com/p/AF1QipOdAvGcWayH4ze-OzO2aZzXeFHbIZwvr8kiBQI4=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOJzL9-nfv50sa5hqCG0mr99_E9GjqEvThXqpA=w296-h202-n-k-no']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJxTYnwnF_flMRyyv3-LB4ECE,NA,NA,NA,NA
Revelstoke Mountain Resort,"Revelstoke is a ski resort in P.O. Box 130, Revelstoke, V0E 2S0, British Columbia, Canada. Wikipedia",4.7,"2,226 reviews","['https://t3.gstatic.com/images?q=tbn:ANd9GcSutT--XmQGmgs0cfNw-iU2Vs90MOlR5_1vEEayuRjwHaIDYAZHaIbFBuivZ5Decwg9FX5s_j-HNsba6e1AuG8inA', 'https://t3.gstatic.com/images?q=tbn:ANd9GcRQt_6j40_7x7ynyztT20WsRXmA3xwJWSKbBDy-WySw1OcTZjWlnXENAmv5OaLklhBPKnOe6SuH1qwOffwY04oqPA', 'https://t0.gstatic.com/images?q=tbn:ANd9GcTEQldlyLr2wwjcY3p-jw89lOTAfDlZ0SyIAKn71kt6VqDHBDxHWwgZ_B6QJVdwSkqAkDSpLs2LfzXz63ClDKzkDg']","{'Friday': ' 08:00 – 20:00', 'Saturday': ' 08:00 – 20:00', 'Sunday': ' 08:00 – 20:00', 'Monday': ' 08:00 – 20:00', 'Tuesday': ' 08:00 – 20:00', 'Wednesday': ' 08:00 – 20:00', 'Thursday': ' 08:00 – 20:00'}",https://search.google.com/local/reviews?placeid=ChIJu6GL0s83eVMRPLjYYRP27m0,"2950 Camozzi Rd, Revelstoke, BC V0E 2S1, Canada",20 min to 1.5 hr,https://www.revelstokemountainresort.com/,"['All', '', 'pipe', 'coaster', 'powder', 'town', 'glades', 'gondola', 'the hill', 'bowl', 'axe']"
Garibaldi Provincial Park,"Garibaldi Provincial Park, also called Garibaldi Park, is a wilderness park located on the coastal mainland of British Columbia, Canada, located 70 kilometres north of Vancouver. It was established in 1920 and named a Class A Provincial Park of British Columbia in 1927. The park is a popular destination for outdoor recreation, with over 30,000 overnight campers and over 106,000 day users in the 2017/2018 season.
Garibaldi Park spans an area of over 1,950 square kilometres, encompassing a majority of the Garibaldi Range mountains. The western side of the park is highly trafficked by the public due to the nearby Sea to Sky Highway providing access to destinations such as Elfin Lakes, Garibaldi Lake, The Black Tusk, Cheakamus Lake, and Wedgemount Lake. The eastern wilderness of the park is harder to access and therefore much more remote than its western counterpart. To the south, Garibaldi Park connects with Golden Ears Provincial Park and Pinecone Burke Provincial Park, while its northern sections stretch past Whistler and end just south of the village of Pemberton. Wikipedia",4.8,"1,799 reviews","['https://lh5.googleusercontent.com/proxy/2Tx1KikkR-fc3aq2pu_oIN4ySeOLKAYUbSrDw2Fx1IOqEuY2HWcdbSO_2nT-5Gl-PMIuM7-0HqbGsJJbjPnIPEOE9JoLI_zC5Us-qAYaO1wvMxA62nEgtBfNWG_EG7wLCltaps_zYM7lyOVZItPrndQPscdQTu34hkzX6WhxxtfC=w296-h202-n-k-no', 'https://t3.gstatic.com/images?q=tbn:ANd9GcTGKdN0tRftxxnOQSXHWhkXBWiNROdab7kEbk71nHTOQzfnPOLkesD18JIWRDBsBJq6TtPFVu85SCFKNy2AAJcddg', 'https://t3.gstatic.com/images?q=tbn:ANd9GcTCg-q0DGUD78LJxhyjaUwneTMGq2SA66AjEoWkSJdrzzbaiLAxIpUonMxNarM330sPtpPPLXBLc6wLQxsI-qNpww']","{'Friday': ' Open 24 hours', 'Saturday': ' Open 24 hours', 'Sunday': ' Open 24 hours', 'Monday': ' Open 24 hours', 'Tuesday': ' Open 24 hours', 'Wednesday': ' Open 24 hours', 'Thursday': ' Open 24 hours'}",https://search.google.com/local/reviews?placeid=ChIJF1JD3FLfhlQRiiot7pJX8a0,"BC-99, Brackendale, BC V0N 1H0, Canada",1.5 hours,http://www.env.gov.bc.ca/bcparks/explore/parkpgs/garibaldi/,"['All', '', 'hike', 'beautiful', 'scenery', 'trip', 'skiing', 'glacier', 'trailhead', 'elevation gain', 'wilderness']"
Vancouver Seawall,"The seawall in Vancouver, British Columbia, Canada, is a stone wall that was constructed around the perimeter of Stanley Park to prevent erosion of the park's foreshore. Colloquially, the term also denotes the pedestrian, bicycle, and rollerblading pathway on the seawall, one which has been extended far outside the boundaries of Stanley Park and which has become one of the most-used features of the park by both locals and tourists. James ""Jimmy"" Cunningham, a master mason, dedicated his life to the construction of the seawall from 1931 until his retirement. Even after he retired, Cunningham continued to return to monitor the wall's progress, until his death at 85. While the whole path is not built upon the seawall; the total distance from CRAB park, around Stanley Park and False Creek to Spanish Banks is about 30 kilometres.
Despite perennial conflicts between pedestrians, cyclists, and inline skaters, park users consider the seawall to be the most important feature of Stanley Park and it is the most used feature within the park. Wikipedia",4.7,"1,701 reviews","['https://lh5.googleusercontent.com/proxy/bN8Vv87ev0yMBPfOmi7rj98Sh_jdxUEgbdMGdBQZGyJQ6fuWOdaBg1L9LfXTk-rD5AIcQLXNDF8EwYElZ1_G19tHtbP3rJr2eGqKEKCHmgv3fpswNtODIVazY3brq7SYeRQzMC9AX7c8jkM_uG_uoEyzLlqUmWo6bPN8s0xcT1I6=w296-h202-n-k-no', 'https://t2.gstatic.com/images?q=tbn:ANd9GcRoGrKyh-W-87F_e_1EkyHXTwWl-wa4bMsE4HgAldK8CT_oXqxuEm7_OTNsnJSmISv0hgT5cDSQQ-GyyU0hAiwnPg', 'https://t3.gstatic.com/images?q=tbn:ANd9GcT1DhMEqU20VfXxxxRKTmaBxpM5Y87JTMLTKTvxsl9ofJsX-3ErddcPA1ieCZwn_IdXIfJPfUIpzYXbQp0K0Z5Lpw', 'https://t3.gstatic.com/images?q=tbn:ANd9GcTAXfaMgN1rzKv95bWllDV5-Avx9MEjN2hFs5OO8386so4M4ov2wG4u2QJnWnTVqiZIYpnLYiGcgkU7ZIE3bCFvMQ', 'https://lh5.googleusercontent.com/p/AF1QipNZNeeYEnMzej7oM5_j5041mXK7SQWMezi1zAa8=w296-h202-n-k-no']","{'Friday': ' Open 24 hours', 'Saturday': ' Open 24 hours', 'Sunday': ' Open 24 hours', 'Monday': ' Open 24 hours', 'Tuesday': ' Open 24 hours', 'Wednesday': ' Open 24 hours', 'Thursday': ' Open 24 hours'}",https://search.google.com/local/reviews?placeid=ChIJm9BY9o5xhlQRtZBMs5-fqrI,"Vancouver, BC V6G 3E2, Canada",25 min,http://www.tourismvancouver.com/activities/stanley-park/seawall/,"['All', '', 'run', 'cycling', 'jog', 'ocean', 'rent', 'rollerblade', 'seaplane', 'walkers', 'totem poles']"
Bloedel Conservatory,"The Bloedel Floral Conservatory in Vancouver, British Columbia, Canada, is a conservatory and aviary located at the top of Queen Elizabeth Park. Wikipedia",4.6,"4,229 reviews","['https://lh6.googleusercontent.com/proxy/e2njYexWbi7waFNyReZWg8W_AN4lH66jhWjin5jqBeD0FEnrZdt9aUqKlrAbL0ALbJ_7DjmYhyjv-70M4-0xxOUaTU5Tpj_RXXUTlwpqlBitzg1AGrjVOEDldQfj9FJ5wzHs8-Yn8Ti4ywQKap-K_IMxHzwe4gjwvw0P59r2PiYU=w296-h202-n-k-no', 'https://t1.gstatic.com/images?q=tbn:ANd9GcQ3QJsFjUjdqx0j345jgVq4xofPABFaGTMyhFAnry_n0cYxmQvFRb3dIrjpzVgj-M1uEj96Gigh9Qw9gzsT1RLLeQ', 'https://t0.gstatic.com/images?q=tbn:ANd9GcSda_17p6LIY0odMv7Ig9_9W-2EOR1ABqSS1Acbf0o1ro0zDU7QdeWQLiSxoqGvHDQuTU2rpgHRUyYHQbvb8LAh-w']","{'Friday': ' 11:00 – 16:45', 'Saturday': ' 11:00 – 16:45', 'Sunday': ' 11:00 – 16:45', 'Monday': ' 11:00 – 16:45', 'Tuesday': ' 10:00 – 15:45', 'Wednesday': ' 10:00 – 15:45', 'Thursday': ' 10:00 – 15:45'}",https://search.google.com/local/reviews?placeid=ChIJnwmhxIpzhlQRr3heOBl69fg,"4600 Cambie St, Vancouver, BC V5Y 2M4, Canada",45 min,http://vancouver.ca/parks-recreation-culture/bloedel-conservatory.aspx,"['All', '', 'tropical', 'the birds', 'parrots', 'flying', 'humid', 'scavenger hunt', 'corpse flower', 'macaws', 'mice']"
