,ID,resId,title
2481,2481,2481,Kettle Valley Pizza
2482,2482,2482,Black Forest Day Lodge
2483,2483,2483,Skaha Pizza
2484,2484,2484,The Nest
2485,2485,2485,Poplar Grove Winery Restaurant
2486,2486,2486,Front Street Brasserie
2487,2487,2487,Polish Bistro
2488,2488,2488,Play Estate Winery
2489,2489,2489,Barefoot Bar and Grill
2490,2490,2490,Pure Gym & Juicery
2491,2491,2491,Beijing
2492,2492,2492,Skaha Beach Club
2493,2493,2493,Ashoka indian cuisine
2494,2494,2494,Bogners of Penticton
2495,2495,2495,Villa Rosa Restaurant
2496,2496,2496,Spice Magic
2497,2497,2497,Yahooo Bbq
2498,2498,2498,Isshin Sushi Bar and Asian Dining
2499,2499,2499,Wouda's Bakery
2500,2500,2500,Popeyes Louisiana Chicken
2501,2501,2501,Tacos del Norte
2502,2502,2502,Sushi Kojo
2503,2503,2503,Moose Lounge
2504,2504,2504,Wayne & Freda
2505,2505,2505,Gratify
2506,2506,2506,The Peach Ice Cream Shop
2507,2507,2507,Saint-Germain Cafe Gallery
2508,2508,2508,Liquidity Bistro
2509,2509,2509,Very Berry
2510,2510,2510,Smoke and Oak Bistro
2511,2511,2511,Clancy's Sports Pub
2512,2512,2512,Gusto Ferrari Cuisine
2513,2513,2513,Bufflehead Cappuccino & Wine Bar
2514,2514,2514,Nautical Dog Cafe
2515,2515,2515,Iyara Thai Restaurant
2516,2516,2516,Saigon on Main
2517,2517,2517,The Pecking Room Patio Grill
2518,2518,2518,Underground Pizza
2519,2519,2519,Lake Breeze Winery Patio Restaurant
2520,2520,2520,Bear's Den Restaurant
2521,2521,2521,The Kitchen by Abul Adame at Da Silva winery
2522,2522,2522,A and K Grimm's Sausage
2523,2523,2523,Tickleberry's
2524,2524,2524,Patio Burger & Ice Cream Co.
2525,2525,2525,China Palace
2526,2526,2526,SOS Cafe
2527,2527,2527,Tug's Tap House Pub & Eatery
2528,2528,2528,Angry Vegan Juice Bar & Vegan Food
2529,2529,2529,The Prague Cafe
2530,2530,2530,Loki's Garage
2531,2531,2531,COBS Bread Bakery
2532,2532,2532,Creperie Ooolala
2533,2533,2533,Capitol Restaurant
2534,2534,2534,The Big White Mountain Mart
2535,2535,2535,Beano's Coffee Parlor
2536,2536,2536,Block 300 Casual Steakhouse
2537,2537,2537,Salty's Beach House
2538,2538,2538,Stoked Embers Wood Fired Pizza Ltd.
2539,2539,2539,Edo Japan
2540,2540,2540,The Station Public House
2541,2541,2541,The Woods
2542,2542,2542,Elma
2543,2543,2543,Corleone's Pizzeria
2544,2544,2544,Barking Parrot
2545,2545,2545,Tacos Don Poncho
2546,2546,2546,Theo's Restaurant
2547,2547,2547,Penticton Pizza & Subs
2548,2548,2548,Sessions Taphouse & Grill
2549,2549,2549,The BullWheel
2550,2550,2550,GINZA SUSHI & POKE
2551,2551,2551,Kettle Valley Station Pub
2552,2552,2552,Italiano's Pizza
2553,2553,2553,The Cellar Wine Bar and Kitchen
2554,2554,2554,Hillside Winery & Bistro
2555,2555,2555,Black Antler
2556,2556,2556,Poplar Grove Cheese
2557,2557,2557,Penticton Buffet
2558,2558,2558,Mykonos Pizza & Spaghetti House
2559,2559,2559,Il Vecchio's
2560,2560,2560,Falls Restaurant
2561,2561,2561,Moonlight Bistro
2562,2562,2562,Bella Coola Valley Inn Ltd
2563,2563,2563,Bella Coola's Eagle Lodge
2564,2564,2564,Freddy's Restaurant
2565,2565,2565,Brockton Bistro
2566,2566,2566,Dragonfly Cafe
2567,2567,2567,Tweedsmuir Park Lodge - Restaurant
2568,2568,2568,Akebono Japanese Food & Sushi
2569,2569,2569,Tavola
2570,2570,2570,Abode Restaurant
2571,2571,2571,Portobello Restaurant
2572,2572,2572,Molli Cafe
2573,2573,2573,Yaletown Brewing Co
2574,2574,2574,Jam Jar
2575,2575,2575,Kibune Sushi Restaurant
2576,2576,2576,Sitar Indian Restaurant
2577,2577,2577,Ammerose
2578,2578,2578,Paul's Place Omelettery Restaurant
2579,2579,2579,Vancouver Lookout
2580,2580,2580,Browns Crafthouse
2581,2581,2581,The Loft Lounge
2582,2582,2582,ARC
2583,2583,2583,Simba's Grill Ltd
2584,2584,2584,Meetfresh
2585,2585,2585,Palermo Cucina
2586,2586,2586,The Sportsbar Live! at Rogers Arena
2587,2587,2587,Enoteca
2588,2588,2588,Soondae Town
2589,2589,2589,Five Sails Restaurant
2590,2590,2590,The Capital
2591,2591,2591,Shanghai Lu Restaurant
2592,2592,2592,The Heatley
2593,2593,2593,Option
2594,2594,2594,Cardero Bottega
2595,2595,2595,La Cigale French Bistro
2596,2596,2596,Manoush'eh
2597,2597,2597,Comox Street Bar and Grill
2598,2598,2598,The Greedy Pig - Gastown
2599,2599,2599,Kinara Indian Cuisine
2600,2600,2600,Captains Room - Rogers Arena
2601,2601,2601,Mythos Taverna
2602,2602,2602,Sai Woo
2603,2603,2603,Cinco de Mayo Mexican Grill
2604,2604,2604,Blvd Bistro
2605,2605,2605,Storm Crow Alehouse
2606,2606,2606,Lionsgate Pizza
2607,2607,2607,Salmon n' Bannock Bistro
2608,2608,2608,Lonsdale Bridgedeck
2609,2609,2609,Sushi Nanaimo
2610,2610,2610,Bella Roma
2611,2611,2611,Red Robin Gourmet Burgers
2612,2612,2612,Fets Whisky Kitchen
2613,2613,2613,Stock and Supply
2614,2614,2614,Aphrodite's Pie Shop
2615,2615,2615,Dalina
2616,2616,2616,Ba Le Sandwich Shop
2617,2617,2617,Hachi Hana
2618,2618,2618,MDG Ma Dang Goul
2619,2619,2619,La Boqueria Tasting Room
2620,2620,2620,Dehli Belly
2621,2621,2621,Fortune Garden Restaurant Ltd
2622,2622,2622,Bread Garden Bakery & Cafe
2623,2623,2623,Zeitoon
2624,2624,2624,Pacifico Pizzeria & Ristorante
2625,2625,2625,Izakaya Gon’s
2626,2626,2626,Shiro Japanese Restaurant
2627,2627,2627,Rebellious Tomato
2628,2628,2628,Chang'an
2629,2629,2629,Kaide Sushi
2630,2630,2630,Haru Korean Kitchen
2631,2631,2631,Bite @ The Quay
2632,2632,2632,Meinhardt Fine Foods
2633,2633,2633,Cazba restaurant
2634,2634,2634,Sciue
2635,2635,2635,Koyuki Sapporo Ramen
2636,2636,2636,Pho MienTay Vietnamese Restaurant
2637,2637,2637,Menchie's Lonsdale
2638,2638,2638,Pizza Vancouver
2639,2639,2639,Pick & Chews
2640,2640,2640,Rice'N Spice
2641,2641,2641,Joe Fortes Seafood & Chop House
2642,2642,2642,Absinthe Bistro
2643,2643,2643,Five & Dime Cantina
2644,2644,2644,Vera's burger shack
2645,2645,2645,Cafe il nido
2646,2646,2646,Hawker's Delight
2647,2647,2647,Meat Shop & Deli
2648,2648,2648,Flying Wedge @ Royal Centre
2649,2649,2649,Peaceful Restaurant
2650,2650,2650,Vina Vietnamese Gourmet
2651,2651,2651,Mahony & Sons
2652,2652,2652,Bistro Verde
2653,2653,2653,The Stock Market
2654,2654,2654,Sushi Nami Fusion Japanese Restaurant
2655,2655,2655,Pine Sushi Square
2656,2656,2656,Jam Cafe
2657,2657,2657,Tomahawk Barbeque
2658,2658,2658,Abode
2659,2659,2659,Zara's Deli
2660,2660,2660,The Boatshed Ambleside
2661,2661,2661,Stepho's Souvlaki Greek Tavern
2662,2662,2662,Rose Persian Cuisine
2663,2663,2663,Biercraft Bistro
2664,2664,2664,Blue Sky Japanese Bistro
2665,2665,2665,Banter Room
2666,2666,2666,Jordan Sushi
2667,2667,2667,Chongqing Liuyishou HotPot Restaurant
2668,2668,2668,The Railway Stage & Beer Cafe
2669,2669,2669,Pawans Indian Kitchen LTD
2670,2670,2670,Timber
2671,2671,2671,Oceans 999
2672,2672,2672,Bitter Tasting Room
2673,2673,2673,Extreme Pita
2674,2674,2674,Kuma Izakaya
2675,2675,2675,Saku
2676,2676,2676,Thai Basil
2677,2677,2677,The Art House
2678,2678,2678,BASE Eat + Drink
2679,2679,2679,Anderssen's Flax Cafe
2680,2680,2680,St Lawrence Restaurant
2681,2681,2681,Super Chef Grill
2682,2682,2682,Botanist
2683,2683,2683,L'uficcio
2684,2684,2684,Calli Mexican Food House
2685,2685,2685,Jules Casual French Bistro
2686,2686,2686,Kamei Royal Garden Restaurant
2687,2687,2687,Silk Road Cafe
2688,2688,2688,Pho Central
2689,2689,2689,Me+Crepe
2690,2690,2690,Cheezee Does It
2691,2691,2691,Burgoo
2692,2692,2692,Cafe Deux Soleils
2693,2693,2693,Kisokoma Japanese Restaurant
2694,2694,2694,Raku Japanese Kitchen
2695,2695,2695,Gyudonya
2696,2696,2696,Chambar
2697,2697,2697,Capilano Sushi
2698,2698,2698,Kitaya Japanese
2699,2699,2699,DD Mau
2700,2700,2700,Blossom Dim Sum & Grill
2701,2701,2701,Blue Hat Bistro at Pacific Institute of Culinary Arts
2702,2702,2702,Gladys Restaurant
2703,2703,2703,Prestons Restaurant + Lounge
2704,2704,2704,WildTale Olympic Village
2705,2705,2705,Artisan Wine Shop
2706,2706,2706,Chef Hung Taiwanese Beef Noodle
2707,2707,2707,La Taqueria
2708,2708,2708,Noodle Arts
2709,2709,2709,Sophie's Cosmic Cafe
2710,2710,2710,Tap & Barrel - Olympic Village
2711,2711,2711,The Old Spaghetti Factory
2712,2712,2712,Vaades
2713,2713,2713,Tea at the Castle
2714,2714,2714,Kadoya Japanese Restaurant
2715,2715,2715,Currents
2716,2716,2716,La Tortilleria
2717,2717,2717,Paradise Italian Gelato
2718,2718,2718,Viet Sub
2719,2719,2719,UFood Grill
2720,2720,2720,Laurence & Chico Cafe
2721,2721,2721,Guu with Otokomae
2722,2722,2722,Momo Sushi
2723,2723,2723,Sneeki Tiki
2724,2724,2724,Calabash Bistro
2725,2725,2725,Omi Japan
2726,2726,2726,Meat at O'Neills
2727,2727,2727,Copper Chimney - Hotel Le Soleil
2728,2728,2728,Jang Mo Jib Korean Restaurant
2729,2729,2729,Delicious Pho
2730,2730,2730,Blaze Pizza
2731,2731,2731,Nando's Peri-Peri
2732,2732,2732,Katsu Sushi
2733,2733,2733,Duso's Italian Foods
2734,2734,2734,Pokérrito
2735,2735,2735,Bin 4 Burger Lounge Vancouver
2736,2736,2736,Pizzeria Farina
2737,2737,2737,Seaside Provisions
2738,2738,2738,The Crispy Cod
2739,2739,2739,Did's Pizza
2740,2740,2740,Jako Japanese Restaurant
2741,2741,2741,Avocado Bay
2742,2742,2742,Campagnolo
2743,2743,2743,SushiVan
2744,2744,2744,Stepho's Souvlaki Greek Taverna
2745,2745,2745,Tamarind Hill Malaysian Cuisine
2746,2746,2746,Greenday Salad
2747,2747,2747,JoongWon
2748,2748,2748,Sushi Home
2749,2749,2749,Daisy...Sandwiches & Such
2750,2750,2750,Tony's Fish & Oyster Cafe
2751,2751,2751,P2B Bistro & Bar
2752,2752,2752,Nook - Shipyards
2753,2753,2753,Novo Pizzeria & Wine Bar
2754,2754,2754,Davie Mongolian BBQ
2755,2755,2755,Lonsdale Cafe
2756,2756,2756,Sumac Cafe
2757,2757,2757,NaMì
2758,2758,2758,Le Petit Cafe
2759,2759,2759,Village Tap House Restaurant
2760,2760,2760,Hungry Guys Kitchen
2761,2761,2761,Indigo Age
2762,2762,2762,Carmelo's Ristorante Italiano
2763,2763,2763,Twisted Fork
2764,2764,2764,The Ascot
2765,2765,2765,BC Kitchen
2766,2766,2766,The Poke Guy
2767,2767,2767,Kitstaya Sushi
2768,2768,2768,Victoria Chinese Restaurant
2769,2769,2769,Ramen Marutama
2770,2770,2770,l'Antipasta
2771,2771,2771,Soffee Cafe
2772,2772,2772,Monterey Lounge & Grill
2773,2773,2773,McGreens
2774,2774,2774,Tandoori Tikka Dog
2775,2775,2775,Italia Bella Bar & Grill Restaurant
2776,2776,2776,Ovaltine Cafe
2777,2777,2777,Teahouse in Stanley Park
2778,2778,2778,Gyu Japanese Teppanyaki Restaurant
2779,2779,2779,Yu Shang Hot Pot
2780,2780,2780,Tuc
2781,2781,2781,Tokyo Joe's
2782,2782,2782,Plantanos
2783,2783,2783,Pier 7 restaurant + bar
2784,2784,2784,Shark Club Sports Bar & Grill
2785,2785,2785,India Bistro Vancouver
2786,2786,2786,Yuji's Japanese Tapas
2787,2787,2787,Pho 98
2788,2788,2788,Cardero's Restaurant & Live Bait Marine Pub
2789,2789,2789,Lanna Thai
2790,2790,2790,Ethical Kitchen
2791,2791,2791,Poirier Cafe' Yang Tea
2792,2792,2792,Habitant
2793,2793,2793,Nicli Antica Pizzeria
2794,2794,2794,Flaming Wok
2795,2795,2795,Little Juke
2796,2796,2796,YOGI Korean snack bar
2797,2797,2797,St. Regis Bar & Grill
2798,2798,2798,Gringo
2799,2799,2799,Kokomo Cafe
2800,2800,2800,Doc's Pizza
2801,2801,2801,Martini's Whole Wheat Pizza
2802,2802,2802,Nourish Cooking School
2803,2803,2803,"Josie, Ours"
2804,2804,2804,MeeT on Main
2805,2805,2805,Minemura Sushi
2806,2806,2806,Sushi Maro
2807,2807,2807,Kolbeh Deli & Restaurant
2808,2808,2808,Jade Dynasty Restaurant
2809,2809,2809,Chongqing Bistro
2810,2810,2810,Cottage Deli Soup and Sandwich
2811,2811,2811,White
2812,2812,2812,Revel Room
2813,2813,2813,Cazba
2814,2814,2814,Fumiyoshi Japanese Restaurant
2815,2815,2815,Happy Lemon
2816,2816,2816,Ki-Isu Japanese Restaurant
2817,2817,2817,Havana Vancouver
2818,2818,2818,Chi Men
2819,2819,2819,The Magnet
2820,2820,2820,Hydra Estiatorio Mediterranean
2821,2821,2821,Charqui Grill
2822,2822,2822,Trish Juice Vancouver
2823,2823,2823,Homer St. Cafe and Bar
2824,2824,2824,Latab Food
2825,2825,2825,Turf
2826,2826,2826,Babylon Cafe
2827,2827,2827,Ga Hyang Ru
2828,2828,2828,Epicurean Caffe Bistro
2829,2829,2829,Kari Kitchen
2830,2830,2830,The Junction
2831,2831,2831,Kimono Japanese Restaurant
2832,2832,2832,Floata Seafood Restaurant
2833,2833,2833,Tommy's Cafe & Catering
2834,2834,2834,India's Flavour
2835,2835,2835,Pho Express Ankor Noodle House
2836,2836,2836,Top of Vancouver Revolving Restaurant
2837,2837,2837,PiDGiN
2838,2838,2838,VeriFood
2839,2839,2839,Vancouver Urban Winery
2840,2840,2840,Cafe 335
2841,2841,2841,Salty Tongue Deli
2842,2842,2842,Capers
2843,2843,2843,My Toan
2844,2844,2844,The Keg Steakhouse + Bar
2845,2845,2845,Anh + Chi
2846,2846,2846,Heirloom Ambleside
2847,2847,2847,Picnix
2848,2848,2848,Firecrust - Davie
2849,2849,2849,Damso Modern Korean Cuisine
2850,2850,2850,General Public
2851,2851,2851,Taboo Kitchen
2852,2852,2852,Cafe One
2853,2853,2853,Suika Snackbar
2854,2854,2854,The Flying Pig Olympic Village
2855,2855,2855,Lotus Seed Vegan
2856,2856,2856,Poké Time Royal Centre
2857,2857,2857,Strathcona Beer Company
2858,2858,2858,A&w
2859,2859,2859,The Blenheim
2860,2860,2860,Stanley's Bar and Grill
2861,2861,2861,Osaka Teppanyaki Steak & Seafood House
2862,2862,2862,Donaire Dude Granville
2863,2863,2863,Tour de Feast Cafe
2864,2864,2864,Los Amigos Taqueria
2865,2865,2865,Branas Grill
2866,2866,2866,Mom's Grilled Cheese Truck
2867,2867,2867,Sweet Lime Cafe
2868,2868,2868,Fish Cafe
2869,2869,2869,Papaya Hut
2870,2870,2870,Haru Sushi
2871,2871,2871,Holiday Inn
2872,2872,2872,TAPshack - Coal Harbour
2873,2873,2873,Swad Indian Kitchen
2874,2874,2874,Dinesty On Robson
2875,2875,2875,The Pear Tree Restaurant
2876,2876,2876,Irene's
2877,2877,2877,Naam Restaurant
2878,2878,2878,Szechuan Chili
2879,2879,2879,Mani
2880,2880,2880,Balance Eatery
2881,2881,2881,Coast Restaurant
2882,2882,2882,JOEY Bentall One
2883,2883,2883,Red Lion Bar and Grill
2884,2884,2884,Marcello Pizzeria
2885,2885,2885,Colony Bar
2886,2886,2886,Grain Tasting Bar
2887,2887,2887,Japanese Bistro Hatzu
2888,2888,2888,Basil Box
2889,2889,2889,Bodega on Main
2890,2890,2890,Slickity Jim's chat and choux
2891,2891,2891,Centro Ristorante
2892,2892,2892,The Locus Cafe
2893,2893,2893,Peaceful Restaurant Lite
2894,2894,2894,Lucy's Eastside Diner
2895,2895,2895,The Lunch Bucket Deli
2896,2896,2896,Their There
2897,2897,2897,Kin Kao
2898,2898,2898,Sushi Gallery
2899,2899,2899,Takumi Japanese Restaurant
2900,2900,2900,Sorella
2901,2901,2901,The Flying Pig Gastown
2902,2902,2902,Beere Brewing Company
2903,2903,2903,Fred's Uptown Tavern
2904,2904,2904,TWG Tea at Vancouver
2905,2905,2905,Minato Japanese Restaurant
2906,2906,2906,La Pentola
2907,2907,2907,Mak N Ming
2908,2908,2908,Thaigo
2909,2909,2909,Kirin Seafood Restaurant
2910,2910,2910,Chez Michel Restaurant
2911,2911,2911,Mountain Top cafe and Bakery
2912,2912,2912,Red Accordion
2913,2913,2913,Bistro Wagon Rouge
2914,2914,2914,The Cascade Room
2915,2915,2915,V-Nam
2916,2916,2916,Ramen Danbo
2917,2917,2917,Saigon Xua
2918,2918,2918,Boulevard Kitchen and Oyster Bar
2919,2919,2919,Alisa Japanese Restaurant
2920,2920,2920,Najia Chinese Restaurant
2921,2921,2921,Mangos Lounge
2922,2922,2922,Reel Mac & Cheese
2923,2923,2923,Sawasdee Thai Restaurant
2924,2924,2924,D 6
2925,2925,2925,Jericho Beach Concession
2926,2926,2926,Robson Mongolian B.B. Grill
2927,2927,2927,Nuba in Kitsilano
2928,2928,2928,Frux Gelato
2929,2929,2929,Fanny Bay Oyster Bar & Shellfish Market
2930,2930,2930,European Delicatessen
2931,2931,2931,Temaki Sushi
2932,2932,2932,Pokeman
2933,2933,2933,131 Water Social House
2934,2934,2934,Taf's cafe
2935,2935,2935,Taqueria Coreano
2936,2936,2936,Thai House Restaurant
2937,2937,2937,RedBeef Noodle Kitchen
2938,2938,2938,MeeT in Gastown
2939,2939,2939,Donair Town Robson
2940,2940,2940,Mello
2941,2941,2941,Golden Choice Market
2942,2942,2942,Yah Yah Ya Ramen
2943,2943,2943,Buckstop
2944,2944,2944,Vina Vietnamese Cuisine
2945,2945,2945,Fork Lift Kitchen and Bar
2946,2946,2946,The Beaver Taphouse
2947,2947,2947,Minami Restaurant
2948,2948,2948,Modern Handi Indian Cuisine
2949,2949,2949,Dublin Calling Rooftop
2950,2950,2950,Patterson Wonton House
2951,2951,2951,Ventura Room
2952,2952,2952,Sushi Station
2953,2953,2953,Score on Davie
2954,2954,2954,The Boss Bakery & Restaurant
2955,2955,2955,Urban Sushi
2956,2956,2956,Seb's Sandwich Shop
2957,2957,2957,Nobu Japanese Sushi
2958,2958,2958,Hanoi Bistro
2959,2959,2959,Pasparos Taverna
2960,2960,2960,Tangent Cafe
2961,2961,2961,The Tuck Shoppe
2962,2962,2962,Dundarave Beach Cafe
2963,2963,2963,Double Dd Pizza
2964,2964,2964,Twb - The Wine Bar
2965,2965,2965,Rose Thai
2966,2966,2966,Yagoto Sushi Dining
2967,2967,2967,Butter Kitchen
2968,2968,2968,Carthage Cafe
2969,2969,2969,Per se Social Corner
2970,2970,2970,Crave India
2971,2971,2971,Urban Fare
2972,2972,2972,PappaRoti
2973,2973,2973,Albo Balbo Pizza
2974,2974,2974,Cup Sushi & Burrito
2975,2975,2975,The Farmer's Apprentice
2976,2976,2976,ono Raw Bar
2977,2977,2977,Maenam
2978,2978,2978,JJ's Restaurant @ Vancouver Community College
2979,2979,2979,Shiny Tea
2980,2980,2980,Chewies Smoke and Oyster Bar - Kitsilano
2981,2981,2981,O-Cha Tea Bar
2982,2982,2982,Kambo Kitchen
2983,2983,2983,Unchai Food
2984,2984,2984,Don Francesco Ristorante
2985,2985,2985,Farina a Legna
2986,2986,2986,Aubade Coffee
2987,2987,2987,The Bimini Public House
2988,2988,2988,The Fountainhead Pub
2989,2989,2989,Yummy Donair Kebab
2990,2990,2990,Ahwaz Hookah House
2991,2991,2991,Vegan Cave
2992,2992,2992,Lions Pub
2993,2993,2993,Gramercy Grill
2994,2994,2994,The Italians - Davie Village
2995,2995,2995,Cheshire Cheese Restaurant & Bar
2996,2996,2996,CupBap Burger
2997,2997,2997,Seadogs
2998,2998,2998,Yuko maki
2999,2999,2999,Hoke Poke
3000,3000,3000,Assembli
3001,3001,3001,Vancouver FanClub
3002,3002,3002,Sushi Yan Restaurant
3003,3003,3003,Eighties Restaurant
3004,3004,3004,Sunshine Diner
3005,3005,3005,Donair Plus
3006,3006,3006,Banana Leaf in Kitsilano
3007,3007,3007,LIFT Bar Grill View
3008,3008,3008,Feast Truffles Ambleside
3009,3009,3009,Gyusen Japanese Grill
3010,3010,3010,Earls Ambleside Beach
3011,3011,3011,Ampersand Bistro And Bar
3012,3012,3012,Chutney Villa South Indian Cuisine
3013,3013,3013,Ramen Santouka
3014,3014,3014,Miku
3015,3015,3015,Hook Seabar
3016,3016,3016,Cannibal Cafe
3017,3017,3017,Wasabi Sushi
3018,3018,3018,La Petite Crepe
3019,3019,3019,Kosoo
3020,3020,3020,Sandwich Plus
3021,3021,3021,Crazy Raven Bar & Grill
3022,3022,3022,Wow Thai Food
3023,3023,3023,Connie's Cook House
3024,3024,3024,Rad Tea Room
3025,3025,3025,Tacofino
3026,3026,3026,Numero Uno Pizza
3027,3027,3027,Qieu Cafe
3028,3028,3028,H Tasting Lounge
3029,3029,3029,Kim House Japanese Bistro
3030,3030,3030,Rio Brazillian Steakhouse
3031,3031,3031,New Amsterdam Cafe
3032,3032,3032,My Slice
3033,3033,3033,Chez Faye
3034,3034,3034,Earls Kitchen + Bar
3035,3035,3035,Bestie
3036,3036,3036,SURA Korean Cuisine
3037,3037,3037,The Observatory
3038,3038,3038,Shizenya on Broadway
3039,3039,3039,Chatime Robson
3040,3040,3040,Falafel Maison
3041,3041,3041,Sulmida Snow Dessert Cafe
3042,3042,3042,The Sandwich Shop
3043,3043,3043,Bauhaus Restaurant
3044,3044,3044,Yoshi
3045,3045,3045,Heirloom Juice Co
3046,3046,3046,Bar One
3047,3047,3047,Kobe Japanese Steakhouse
3048,3048,3048,Red Umbrella Cafe
3049,3049,3049,Gotham Steakhouse
3050,3050,3050,Mamie Taylor's
3051,3051,3051,Pokerrito
3052,3052,3052,Shipyards Coffee
3053,3053,3053,Arike
3054,3054,3054,The New Oxford
3055,3055,3055,Ludica Pizzeria
3056,3056,3056,Sushi Maki Japanese Cuisine
3057,3057,3057,Le Viet Cuisine
3058,3058,3058,Russet Shack
3059,3059,3059,Opus Bar
3060,3060,3060,Colony Entertainment District
3061,3061,3061,Smoke And Bones BBQ
3062,3062,3062,La Casita Mexican Restaurant
3063,3063,3063,Book-Kyung Korean Restaurant & Karaoke
3064,3064,3064,Aphrodite's Organic Cafe
3065,3065,3065,Field & Social
3066,3066,3066,Indian Delicacy
3067,3067,3067,Ming's Entertainment Complex
3068,3068,3068,Ramen Gojiro
3069,3069,3069,Dark Table
3070,3070,3070,Yakinikuya Japanese Bbq
3071,3071,3071,Pub 340
3072,3072,3072,Oyster Express
3073,3073,3073,Roundhouse Pizza
3074,3074,3074,Banana Leaf Malaysian Cuisine
3075,3075,3075,Steamworks
3076,3076,3076,Black Forest
3077,3077,3077,Mosaic Grille
3078,3078,3078,Brock House Restaurant
3079,3079,3079,Cafe Galleria
3080,3080,3080,Linh Cafe
3081,3081,3081,Golestan Bakery
3082,3082,3082,Siddharthas Indian Kitchen
3083,3083,3083,Eh! Restaurant
3084,3084,3084,Hida Takayama Ramen
3085,3085,3085,Six Acres
3086,3086,3086,Mr. Red Cafe
3087,3087,3087,Deacon's Corner
3088,3088,3088,Dosa and Curry
3089,3089,3089,The Distillery Bar + Kitchen
3090,3090,3090,Pig on the street
3091,3091,3091,Bellaggio Wine Bar
3092,3092,3092,Nishiki Sushi Restaurant
3093,3093,3093,Baghdad Cafe
3094,3094,3094,Tabla Bollywood Lounge
3095,3095,3095,Black Bear Neighbourhood Pub
3096,3096,3096,Chop N Toss
3097,3097,3097,Moose's Down Under
3098,3098,3098,Mangez Mangez Restaurant
3099,3099,3099,Sushi Nova
3100,3100,3100,The Keg
3101,3101,3101,Kingston Taphouse & Grille
3102,3102,3102,Artisan Sake Maker
3103,3103,3103,Guoyan Chinese Cuisine
3104,3104,3104,twin Leaf Soup and Salad Bar
3105,3105,3105,Whip Restaurant Gallery
3106,3106,3106,Great Wall Mongolian B.B.Q
3107,3107,3107,Water St. Cafe
3108,3108,3108,All India Restaurant
3109,3109,3109,Urban Mongolian Grill
3110,3110,3110,Aladdin Cafe
3111,3111,3111,Between Two Buns
3112,3112,3112,Kissa Tanto
3113,3113,3113,Cibo Trattoria
3114,3114,3114,The Ramenman
3115,3115,3115,Chef Lien Vietnamese Cuisine
3116,3116,3116,Sushi Umi
3117,3117,3117,Fayuca
3118,3118,3118,Yamato Sushi
3119,3119,3119,Forage
3120,3120,3120,New Town Bakery & Restaurant
3121,3121,3121,Mi Bar & Grill
3122,3122,3122,Silvestre Gusto Latino
3123,3123,3123,Menu 604
3124,3124,3124,Laduree - Holt Renfrew
3125,3125,3125,Lisa Lou's Chocolate Bar
3126,3126,3126,ChewyPeppers
3127,3127,3127,Sweet Sorrow Lounge
3128,3128,3128,Sailor Hagar's Brew Pub
3129,3129,3129,Pokeworks
3130,3130,3130,Damso On Bute
3131,3131,3131,Blenz - Bentall 5
3132,3132,3132,Creme De La Crumb Bakeshop
3133,3133,3133,Fresh Takeout Japanese
3134,3134,3134,Fraser Valley Juice & Salad
3135,3135,3135,Pezzo
3136,3136,3136,Donair & Kebab
3137,3137,3137,Megabite Pizza
3138,3138,3138,Ho Ho Yummy
3139,3139,3139,Pane from Heaven
3140,3140,3140,Salsa & Agave Mexican Grill
3141,3141,3141,Spicy 6 Fine Indian Cuisine
3142,3142,3142,The Blackbird Public House & Oyster Bar
3143,3143,3143,Daikichi Sushi Shop
3144,3144,3144,Nelly's Grill
3145,3145,3145,Caffe Al Mercato
3146,3146,3146,tetsu Sushi
3147,3147,3147,Social Crust Cafe
3148,3148,3148,I Cafe
3149,3149,3149,The Red Wagon
3150,3150,3150,Apollonia Greek Restaurant
3151,3151,3151,Ancora Waterfront Dining and Patio - False Creek
3152,3152,3152,Stanley Park Pavillion
3153,3153,3153,Sushi Jin
3154,3154,3154,Caffe Express
3155,3155,3155,Caribbean Hut Express
3156,3156,3156,Olive + Ruby
3157,3157,3157,Val Pizza
3158,3158,3158,Verre
3159,3159,3159,Grapes and Soda
3160,3160,3160,The Workshop Vegetarian Cafe
3161,3161,3161,Sushi Howe
3162,3162,3162,West Oak
3163,3163,3163,Railtown Cafe
3164,3164,3164,Dutch Pannekoek House
3165,3165,3165,Pink Pearl
3166,3166,3166,Brix & Mortar Restaurant
3167,3167,3167,Super Hiro's
3168,3168,3168,Tableau Bar Bistro
3169,3169,3169,Westview Oriental Restaurant Ltd
3170,3170,3170,Garden Villa Seafood
3171,3171,3171,Manpuku Bento
3172,3172,3172,Showcase Restaurant & Bar
3173,3173,3173,Baoguette Vietnamese Bistro
3174,3174,3174,Stackhouse Burger Bar Vancouver
3175,3175,3175,Rocky Mountain Flatbread Main Street
3176,3176,3176,Davie Dosa Company
3177,3177,3177,Sushi Nami
3178,3178,3178,Sushi Cafe
3179,3179,3179,Mary's On Davie
3180,3180,3180,Murchie's Tea and Coffee
3181,3181,3181,Living Produce Aisle
3182,3182,3182,Vij's Restaurant
3183,3183,3183,Lift Breakfast Bakery
3184,3184,3184,Bravo Cucina Ristorante
3185,3185,3185,Som Tum Thai Restaurant
3186,3186,3186,Rogue Kitchen & Wetbar
3187,3187,3187,Say Hey Cafe
3188,3188,3188,Colosseum Pizza
